Id,Name,TypeId,Provider Id,Description
197,Sprig,6,210,"The reality of your members’ financial lives is that they likely have accounts at multiple credit unions – and they’re constantly juggling apps and websites to check balances, pay bills, make deposits, and more. Isn’t it about time to make use of the power of the credit union network and aggregate those accounts for our members’ convenience?    With a membership of more than 5,000 credit unions nationwide, CO-OP Financial Services is adding the ultimate virtual branch to our network. It’s called Sprig by CO-OP, and it’s available now.    This virtual credit union wallet-combining all the accounts a member holds from any institution in the network together in one spot. It’s as convenient as a laptop or smartphone and accessible anytime, day or night. Members can access their accounts, make remote deposits, transfer between accounts, make real-time good funds person-to- person payments (in and out of participating networks) – from virtually anywhere."
198,Emerge,6,6601,
199,CU Mobile Apps,6,18493,"Robust, Fast, Flexible and Secure.... CU Mobile AppsTM provides the ultimate mobile banking app experience for credit unions and their members. By integrating mobile banking technology with marketing, your credit union can truly put a branch in every member's hand! CU Mobile AppsTM features include mobile banking, mobile RDC, unlimited in app push notification and messaging, Branch Locations Tab with GPS functionality, Branch/ATM locator tab, Integrated Social Media, Audio/  Video Media Center, Custom Forms with eSignature, imbedded anti-malware and spyware technology that puts your members in total control of their mobile app security and much more!    Credit Unions have access to our custom built web based CU Mobile App Engine to customize, maintain and keep their app updated."
200,It's Me 247 Mobile,6,93,
201,It's Me 247 Mobile,6,69,
202,It's Me 247 Mobile,6,2338,
203,Cubus One,6,313,"Cubus Solutions, headquartered in Livermore, CA provides Cubus One, a powerful platform for credit unions that integrates online and mobile banking, payment and personal finance management into one single platform.    Cubus and their online banking platform were built by people with decades of combined experience with core systems and the online banking industry. Cubus is a trusted solution provider with more than 10 years of proven success with their clients.    The Cubus One platform is driven by one engine giving the member the same user experience whether it be on a PC, tablet or mobile device. Functions included such as transfers, remote deposits and  account management are all available in Cubus One."
204,CUTech,6,12882,
205,Cavion Mobile Banking,6,310,"D+H offers robust mobile banking products tailored to your account holders’ needs. Whether checking their balance or making a loan payment, consumers can easily manage their finances on the go with the Cavion® Mobile Banking App. Account holders are empowered to deposit checks by using their smartphone cameras. To better control risks, D+H also offers a module that provides duplicate detection, velocity and dollar limits, and image analytics for remote deposit capture. With the Cavion Mobile Banking App, account holders can easily navigate through menu options to pay bills with NACHA QR code capabilities, transfer funds and access account history. It also brings the convenience of GPS to locate ATM and branch locations. The Cavion Mobile Banking App is available for iOS,  Android and Windows platforms on both phones and tablets. And there are no security worries for the user or financial institution. Multi-layered authentication and layered security technology help protect against fraud."
206,Digital Insight Mobile and Tablet Banking,6,2262,"Digital Insight, an NCR company, helps banks and credit unions achieve their goals and grow by offering innovative online and mobile banking solutions that make it easier for consumers and businesses to manage their money. Digital Insight solutions deliver an exceptional banking experience that reflects the financial institution's unique brand and delights their end users.    Digital Insight gives ultimate freedom to end users through access to account balances, transfers, payments and more through Mobile Banking Apps for iPhone® and AndroidTM phones and tablets. In addition, instant, 24/7 access to superior online financial services and targeted, multi-channel marketing solutions that drive adoption and active use keep end users engaged. Digital Insight’s proven banking  innovations give financial institutions the flexibility and control to engage more, increase retention and cross-   sell effectively."
207,CUe-ORB®,6,3045,"CUe-ORB® is the leading solution for online banking that connects credit union members with even greater functionality and service to truly build their relationship with the credit union. With CUe-ORB® as part of the total EPL Connection Suite of services, credit unions create deeper connections with members by giving them the power to connect with their finances anywhere, anytime. CUe-ORB®, EPL’s premier online banking product, provides members with instant 24-hour access to their credit union account via PCs, laptops, tablets, and smart phones, including downloadable apps. CUe-ORB® is designed to create convenience for members by allowing them to view all their accounts from a single login. Additionally, with CUe-ORB® credit unions can connect with members more immediately by promoting products and services, providing financial education and relaying general credit union news that members would otherwise only get through branch locations or newsletters."
208,Mobilearth,6,3045,
209,Uni-FI,6,5953,"FI-MOBILE develops mobile solutions for banks and credit unions that enhance the Internet channel. By listening to our customers, studying consumer behavior, and using our extensive first-hand experience in the financial services industry, FI-MOBILE has created mobile apps that will solidify an institution's reputation for service and accessibility. With an extensive list of features, FI-MOBILE's Uni-FI enhances member/customer relationships in a whole new way.    Based on a recent report from Morgan Stanley, users will more likely connect to the internet via mobile devices than PC’s in five years. According to a recent Nielsen Company study, the mobile web banking community has grown to more than 13 million subscribers, up 129% in the last two years. FI-MOBILE empowers institutions to compete with mega-banks in the ever-expanding mobile Internet arena. Our app also gives your institution the ability to market to consumers through customized in-app advertisements and branded marketing campaigns."
210,mBanking,6,189,
211,mBanking,6,4227,
212,FLEX Mobile App,6,2110,"FLEX mobile banking apps are available in the iTunes and Google Play marketplaces, designed for Apple and Android devices. The FLEX app has been designed to work with tablets as well as smartphones, providing an enhanced screen experience for the tablet user. All FLEX features are native to the app, we do not rely on ‘web wrappers’ or outside links to deliver information. Features include: account summary, transfers (within account, between accounts, between institutions), bill pay, remote deposit capture, email management (eAlerts, eStatements, etc.), lending and branch/ATM locator. All features communicate directly with the credit union core system."
213,Mobile App,6,6382,"HomeCU product is an innovative platform of batch, real time, and mobile banking solutions. Online banking via desktop, mobile web and downloadable apps, together with full web site development, e- Statements, member communications, loan applications, third-party service integration and a long list of tools and options, allows HomeCU credit unions to outperform the big guys. Simply put, HomeCU is the best choice in Internet banking for Credit Unions that desire a full-featured, secure, easy to use, cost-effective solution. Developed by HomeCU exclusively for the credit union industry, HomeCU is hosted in a secure environment using state-of-the-art Internet technology. The service platform and architecture make HomeCU portable between cores systems and allows implementations to be completed quickly and efficiently. HomeCU is a truly turnkey Internet Banking solution, tested and proven   by credit unions nationwide since 1996."
214,Genesis Systems,6,4988,"The INTECH Mobile Banking product is more than just a Mobile Banking access to your member account information. The product is the credit unions mobile Web page to the members. It is extremely user friendly and can be configured with 6 or 12 hot key Chiclets for the end user. The Chiclets are completely customizable by the credit union and instantly control or changed by the credit union staff. The product is interfaced directly into the INTECH service center data system and is self-administered by the member. The base product features include balances, transfer, pending transactions, history, loan applications, check withdrawals, texting to the credit union members, rates, locations, web site access, credit union products and service and a survey system."
215,iParse Mobile Banking,6,12687,"Mobile Banking, Made Easy for small to medium sized credit unions including Bill Pay and Mobile Deposit with no server changes or middleware. Simple, easy and affordable. Fully branded specifically for your credit union these native apps will delight your Members and attract new Members. Contact us for an online demo."
216,goDough® Mobile Banking,6,7456,"goDough® is a mobile banking solution that enables members to access their accounts, view account balances and transaction history, initiate transactions, and pay bills anytime, anywhere, by offering industry-leading native apps for both iPhone and Android devices. This solution also supports remote deposit capture, debit card management, bill payment, P2P, and interbank transfer functionalities. goDough offers a familiar experience of online banking and holds the industry’s highest security standard while enabling credit unions to expand market presence and potential. goDough enhances member convenience, self-sufficiency, and loyalty with the ability to perform routine banking transactions using their mobile devices.    goDough is compatible with any Web-enabled mobile phone that supports WAP browsers, regardless of make, model, or mobile service provider. The proprietary solution adapts to any screen size and can change dynamically to present items in a pleasing format. This versatile solution supports all account types including checking, certificates-of- deposit, money markets, loans, and lines-of-credit."
217,SmartApp,6,7456,
218,BetterBanking,6,9469,"Jwaala's Better Banking platform is widely recognized as a highly customizable and flexible digital banking platform that credit unions can depend on to deliver the functionality members expect, today and in the future, no matter what device the member chooses.    Better Banking provides a full suite of mobile banking services including integrated bill payment, remote deposit capture, alerting, mobile marketing, and more. The Better Banking platform allows the credit union to customize their offering for additional functionality, brand modifications, or whatever the future holds for digital banking services. Jwaala’s Better Banking platform allows members to perform their banking services from anywhere with a common, highly functional and feature packed interface."
219,Mobile Finance Manager,6,1448,"Member Driven Technologies’ Mobile Banking offering successfully integrates all three major end-user mobile banking technologies (downloadable apps, text messaging and web-based or WAP) with a real- time connection to Symitar’s Episys core processing system. It provides members with customized access to their accounts and the credit union with complete end-to-end control from the member to the core system.  This easy-to-use app, which is supported on several makes and models of smart phones and tablets, allows members to view account balances and history, transfer funds, pay bills, create graphical reports, locate branches and ATM’s, send and receive secure communications, deposit checks, and more.    MDT’s Mobile Banking provides a high level of online security. The multi-factor authentication meets FFIEC regulations, and transactions are protected by 128-bit SSL encryption and fraud detection mechanisms."
220,MobileAccess,6,6213,"MEA’s MobileAccess is fully branded, native mobile technology that provides a superior mobile user experience. MEA’s mobile suite includes: Browser/WAP, iPhone App, Android App, iPad App, SMS Banking, and Mobile Deposit Capture."
221,MoadBus,6,10639,
222,Monitise,6,4134,
223,Mobile Banking,6,10601,"MShift's best of breed mobile banking solution provides credit unions with more functionality and stronger design principles than competing products on the market. Based on the powerful jQuery Mobile framework, users are empowered with state-of-the-art features like mobile deposit and true real- time P2P solutions.    Our product interfaces with the majority of core systems and our patented content adaptation engine ensures that all digital services are made available via the mobile channel."
224,My CU Mobile,6,18494,
225,MyMobileFans,6,18502,
226,ME2,6,12881,"Nitro fuses front-end mobile content management with back-end middleware, connecting mobile apps to business systems, reduces time-to-market and cost.    Nitro's latest innovation is our Mobile Engagement Engine, casually known as ""ME Squared."" ME2 is the content management system organizations rely on to build and manage their own mobile solutions. All inclusive, mobile applications, mobile banking, remote deposit capture and other mobile endpoints, such as responsive websites, widgets, third party interfaces, geo-fencing and target marketing. ME2 introduces new iBeacon technologies. ME2 comes with patent pending built in mobile security, AES  256 encryption, 2048 bit SSL, device security detection with automatic degradation of features. We provide organizations the peace of mind  knowing that Nitro has completed annual PEN testing of both the mobile APP and the Nitro infrastructure.    ME2, independently mobilize organizations, systems and business processes—without the need for technical experience, an IT staff, or an abundance of money."
227,Banno Mobile,6,7691,"Banno Mobile is a native mobile banking application for both iOS and AndroidTM offering quick, cost- effective ways to deploy innovative mobile services. Banno Mobile is a white label product that you can market with your own brand identity, earning you recognition as an innovative, trusted service leader.    The Banno Mobile application is more than just a traditional financial app. It is a decision support tool that allows your customers to aggregate all of their account balances and transactional data from multiple FIs. Your customers will have instant access to their account balances, transaction listings, upcoming bills, and account notifications for all accounts.  Banno Mobile extends integrated bill pay and remote deposit capture services to your customers through ProfitStars’ iPay Solutions & Enterprise Payment SolutionsTM. Its deep integration enables your customers to manage their bills easier than ever, allowing them to add payees and deposit checks while on the go."
228,mBanking,6,130,"PSCU's mobile banking solution is a ""triple play"" that covers all bases for your members' device types:    Mobile App - secure account access with multi-factor authentication that delivers all the important functionality demanded by consumers such as account and transaction activity; pay bills; deposit checks; transfer funds; find branches and ATMs.    Mobile Web - uses a mobile phone's web browser to access account information; puts PC functionality in the member's hands.    Text - provides a two-way mBanking experience using short codes and commands to deliver account information."
229,Advanced Mobile Banking Apps (AMBA),6,48,"Today’s virtual banking users demand the same features and functionality available on their desktops, on their mobile devices – delivered via a consistent end-user experience, regardless of the device they’re using. This is precisely what Q2’s Mobile Banking Solution provides you and your account holders.    Comprised of three primary components – Q2mobility Apps, Q2mobile web, and Q2text - Q2’s Mobile Banking Solution satisfies the mobile banking preferences of all your account holders. Including all the standard retail functionality end users expect – including MRDC - Q2 Mobile Banking Solutions has raised the bar by providing the most robust mobile business banking solution in the industry.    Business users can draft, modify and authorize ACH payments and wire transfers, as well as manage users. And, as a native component of the Q2platform, the Q2 Mobile Banking Solution includes an integrated Risk and Fraud Analytics solution. Feature-rich and secure – that’s the Q2 Mobile Banking Solution."
230,CAMS-ii,6,2284,
231,MemberEdge Mobile Banking,6,3592,"MemberEdge Mobile Banking for Share One’s NewSolutions was designed to provide your credit union with superior member facing mobility features today, with a roadmap to grow the channel quickly and cost effectively in the future.    By deploying MemberEdge Mobile, your credit union will achieve the following benefits: higher member satisfaction, lower transaction costs – versus other delivery channels, exceptional marketing exposure, tight integration with NewSolutions – transactions are preformed directly on NewSolutions in real-time, enhancing security, improving service, and simplifying system administration, wider and deeper end-  user feature set – surpasses most solutions available, and we offer a clear product roadmap to support exciting new features like mobile  deposit capture and P2P payments, MemberEdge Mobile Gateway – a Web service that supports all mobile device channels, SMS texting channel, smart phone application channel – iPhones, iPads, and Androids, mobile browser (WAP) channel, administration console, optional features: Remote Deposit Capture (RDC), person to person payments (P2P)."
232,MemberEdge Mobile Banking,6,1535,"WRG’s MemberEdge Mobile Banking boasts an impressive array of features that allow users immediate, real-time access to their accounts through a wide variety of devices. These features are accessed through a stunning user interface that provides intuitive navigation and seamless integration to third party services.  Users are able to check balances, view history (with pending transactions), receive marketing offers, transfer money, get alerts.... Add in the integration to services provided by third parties for remote deposit capture, bill pay, person to person payments and check images, with the ability to do all of this on their Apple, Android and Kindle devices (both phones and tablets) and they have everything they need to manage their finances from wherever they are."
233,SilverTree Technology,6,18495,
234,"Software Properties, LLC",6,18503,
235,Mobile Finance Manager,6,2325,"The Synergent and Access Softek partnership provides credit unions with the most cutting-edge mobile technology to take to their membership. Access Softek is constantly enhancing their offering, and features are quite easy to push out to credit unions offering the product. Synergent provides: Apps branded to each individual credit union for both phones and tablets, SMS text banking, WAP functionality for other web enabled phones, overall attractive look and feel, and established track record of installations with credit unions using the Episys core processing platform."
236,MobileAccess,6,294,"MEA’s MobileAccess is fully branded, native mobile technology that provides a superior mobile user experience. MEA’s mobile suite includes: Browser/WAP, iPhone App, Android App, iPad App, SMS Banking, and Mobile Deposit Capture."
237,U4ia Mobile Banking,6,5877,"Tyfone’s mobile banking service offers a core-integrated, customizable user experience so financial institutions can offer the most relevant experience to its clients. Servicing financial institution’s mobile bankers ranging from 1,000 to 120,000+, Tyfone’s platform is proven to meet the demands of mobile bankers.    Focused on relevance and convenience, Tyfone’s mobile banking features include: Custom Alert, Swipe-for-Balance – A quick, pre-login account balance view, RegD Counter – For subtle, yet pertinent education, Realtime mRDC posting,2-Factor Authentication for FI-defined high risk  transactions, Targeted Advertising, Account Opening and Loan Origination (coming soon).    Tyfone’s Connected Smart Card (CSC) technology is a US Government grade security solution designed for financial institutions. CSC staves off cyber crime by offering secure authentication and encrypted data at rest and data in transit. Tyfone’s Secure Transaction Platform is protected by over 90 issued and pending patents and over 550 issued invention claims."
238,Vertifi,6,5885,
240,(ORCC),33,241,
241,CheckFree®,33,241,
242,CheckFree® RXP®,33,241,
243,iPay,33,7691,
244,Cavion Bill Pay,33,310,
245,Bill Pay,33,210,
246,MemberPayPLUS,33,210,
247,MemberGateway,33,210,
248,CAMS-ii,33,6189,
249,CheckFree® RXP®,33,2262,
250,Bill Pay (Metavante),33,189,
251,Bill Pay (Metavante),33,2262,
252,PayPoint®,33,4227,
253,iPay,33,1448,
254,Positive Pay,33,5654,
255,PayLynx,33,130,
256,MoveMoney Consumer Bill Pay,33,231,
257,Consumer Bill Pay,33,3592,
258,MemberEdge,33,1535,
259,CUbillpay,33,10981,
260,Charlotte,18,241,
261,CUBE,18,241,
262,CUSA,18,241,
263,DataSafe,18,241,
264,OnCU,18,241,
265,Portico,18,241,
266,Statement Advantage™,18,241,
267,XP2,18,241,
268,Cubics Plus,18,241,
269,DNA,18,241,
270,Galaxy,18,241,
271,Reliance,18,241,
272,Virtual Branch,18,241,
273,WebFederal (PM Systems),18,241,
274,Encompass,18,4849,
275,BIT,18,8082,
276,COCC,18,3164,
277,CAMS-ii,18,6189,
278,CU*Base,18,93,
279,CU*Base,18,2338,
280,CU*Base,18,69,
281,CUBUS electronic statements,18,313,
282,Cavion e-Statements,18,310,
283,UltraData®,18,310,
284,Secure Forms,18,6382,
285,DataMail,18,3441,
286,Digital Insight,18,2262,
287,Digital Mailer,18,2913,
288,eDoc Innovations,18,122,
289,ESP,18,3044,
290,FLEX,18,2110,
291,InfoImage,18,4534,
292,INTECH,18,4988,
293,Lanvera,18,4923,
294,Lasertec,18,5663,
295,"IDS.com, a Doxim Company",18,1448,
296,Microdynamics,18,2349,
297,Myriad Systems,18,7900,
298,eStatements,18,11806,
299,Doxim eStatements,18,2913,"The Doxim E-Statements solution allows print documents, like member statements, reports, and checks to be captured and made available securely through your banking or brokerage portal. This provides both members and staff with a quick way to access these documents in a format familiar to the member."
300,Doxim,18,2325,
301,Vertifi,18,5885,
302,WRG,18,1535,
303,WorkflowOne,18,10467,
304,ZDI,18,2894,
305,First Data,26,4227,
306,AllData® PFM,26,241,
307,Geezeo,26,9021,
308,Ignite,26,9469,
310,SmartApp Remote Capture App,25,5607,
311,OnView Mobile Deposit,25,178,
312,Standalone Mobile RDC App,25,18493,
313,Standalone Mobile RDC App,25,1275,
314,ACTion Deposit Account Opening,34,7149,
315,XpressAccounts™,34,4369,
316,oFlows,34,8262,
317,mpowered,34,6547,
318,Popmoney®,8,241,
319,PayPal,8,10587,
320,Mobile Finance Manager,24,5828,
321,WebFederal (PM Systems),24,241,
322,ORB,24,5893,
323,Member.Net,24,4849,
325,AMIS,24,6051,
326,Perfect-Teller,24,18492,
327,CAMS-ii,24,6189,
328,LoansPQ™,14,4369,
329,CO-OP Financial Services,24,210,
330,Sprig,24,210,
331,"CMS, Inc.",24,6721,
332,Emerge,24,6601,
333,Freedom3,24,942,
334,mpowered,24,6547,
335,It's Me 247,24,93,
336,It's Me 247,24,69,
337,It's Me 247,24,2338,
338,Cubus One,24,313,
339,Cavion,24,310,
340,Digital Insight,24,2262,
341,ESP,24,3044,
342,"EPL, Inc.",24,3045,
343,Uni-FI,24,5953,
344,First Data,24,4227,
345,FIS,24,189,
346,Charlotte,24,241,
347,Corillian Online®,24,241,
348,CUBE,24,241,
349,CUSA,24,241,
350,DataSafe,24,241,
352,Mobiliti Web Solution,24,241,
353,OnCU,24,241,
354,Portico,24,241,
355,Advantage,24,241,
356,Cubics Plus,24,241,
357,DNA,24,241,
358,Galaxy,24,241,
359,Reliance,24,241,
360,Virtual Branch,24,241,
361,Mobile Banking,24,2110,
362,Mobile Web App,24,6382,
363,INTECH,24,4988,
364,BetterBanking,24,9469,
365,NetTeller,24,1448,"Symitar’s NetTeller Online Banking system is a comprehensive, turnkey Internet banking platform  that enables credit unions to leverage today’s most cost-effective delivery channel by establishing  robust, fully-branded Internet banking sites.  This solution’s state-of-the-industry online capabilities can include access to account balances and  history; one-time and recurring funds transfers; electronic statements and check image viewing;  loan payments, advances, and draws; check ordering; and downloads of account information into  personal financial management solutions. This system’s online capabilities can also support the  management of personal information such as e-mail addresses and password changes to increase  security and prevent fraud."
366,Mobile Banking,24,10601,
367,NCR Corporation,24,120,
368,ME2,24,12881,
369,mBanking,24,130,
370,Q2,24,48,
371,CAMS-ii,24,2284,
372,RCO,24,2284,
373,MemberEdge Mobile Banking,24,1535,
374,MemberEdge Mobile Banking,24,3592,
375,NetTeller,24,417,
376,Mobile Finance Manager,24,2325,
377,U4ia Mobile Banking,24,5877,
378,Vertifi,24,5885,
379,iTellar,24,10981,
380,QwikDeposit,7,137,
381,Select Mobile™,7,10812,
382,CMAS-ii,7,6189,
383,Checkalt Solutions,7,10492,
384,My Deposit Mobile,7,210,
385,CU Mobile Apps,7,18493,
386,Promise Deposits,7,93,
387,Promise Deposits,7,69,
388,Promise Deposits,7,2338,
389,Cubus Deposits,7,313,
390,Digital Insight,7,2262,
391,CheckLogic Mobile™,7,122,
392,Ensenta,7,9645,
393,First Data,7,4227,
394,Mobile Source Capture™,7,241,
395,FLEX,7,2110,
396,FundTech,7,11161,
397,HomeCU,7,6382,
398,Cachet Financial Solutions,7,661,
399,Bluepoint Solutions,7,5607,
400,Mitek Systems,7,10933,
401,Northwest Banking Technology,7,18505,
402,Palmetto Cooperative Services,7,5612,
403,Remote Deposit Anywhere™,7,7691,
404,DeposZip® Mobile Deposit,7,5885,
405,OnView Mobile Deposit,7,178,
406,Vertifi,7,1535,
409,SmartApp,6,1152,"Catalyst Corporate’s Mobile Banking Service, powered by Malauzai Software Inc., offers credit unions a secure, feature-rich, highly flexible platform designed to provide an exceptional member experience. Credit unions can customize app appearance to align with their “brand” and vary features, content and appearance by member segment. The app also provides the ability to market services and interact with members through the credit union’s social media. Robust real-time usage analytics give credit unions valuable service information, and the mobile infrastructure can be expanded easily to add new features.    The Mobile Banking Service interfaces with a credit union's core system and integrates with Catalyst Corporate’s Mobile RDC, powered by Bluepoint Solutions, to provide mobile check deposits. Catalyst’s  Mobile RDC also integrates with other mobile banking platforms and is available as a standalone service. Catalyst Corporate provides training, ongoing support and marketing materials to promote the Mobile Banking Service to credit union members.  "
410,Member Bill Pay,33,6781,
411,BDI,18,7902,
412,XDI,18,6959,
413,SmartApp Remote Capture App,25,1152,
414,Catalyst Corporate Federal Credit Union,7,1152,
415,Mid-Atlantic,7,6936,
416,MVI,7,18504,
417,Catalyst Corporate Federal Credit Union,24,1152,
418,Sharetec,6,124,"Sharetec Mobile Banking allows members to securely manage their accounts whenever and wherever they want. With Sharetec Mobile Banking, members can use intuitive, easy-to-read screens to access balance information, pay bills, transfer funds and find nearby ATMs or branches. With Mobile Banking, members can bank with complete confidence that their personal information is protected by advanced encryption technology to prevent unauthorized access and that Sharetec will never transmit account number information.    For members who regularly browse the Internet on their mobile phones, Mobile Website allows them to access account information and  make transactions from their phone’s web browser. Optimized for mobile use, Mobile Website provides fast and easy access to their accounts.    For members with text plans but no mobile Internet, Text Banking allows users to quickly request and receive account information via text message. You won't need to sign in and it’s just as secure as Sharetec’s other services."
419,Sharetec,6,228,"Sharetec Mobile Banking allows members to securely manage their accounts whenever and wherever they want. With Sharetec Mobile Banking, members can use intuitive, easy-to-read screens to access balance information, pay bills, transfer funds and find nearby ATMs or branches. With Mobile Banking, members can bank with complete confidence that their personal information is protected by advanced encryption technology to prevent unauthorized access and that Sharetec will never transmit account number information.    For members who regularly browse the Internet on their mobile phones, Mobile Website allows them to access account information and  make transactions from their phone’s web browser. Optimized for mobile use, Mobile Website provides fast and easy access to their accounts.    For members with text plans but no mobile Internet, Text Banking allows users to quickly request and receive account information via text message. You won't need to sign in and it’s just as secure as Sharetec’s other services."
420,Sharetec,6,6741,"Sharetec Mobile Banking allows members to securely manage their accounts whenever and wherever they want. With Sharetec Mobile Banking, members can use intuitive, easy-to-read screens to access balance information, pay bills, transfer funds and find nearby ATMs or branches. With Mobile Banking, members can bank with complete confidence that their personal information is protected by advanced encryption technology to prevent unauthorized access and that Sharetec will never transmit account number information.    For members who regularly browse the Internet on their mobile phones, Mobile Website allows them to access account information and  make transactions from their phone’s web browser. Optimized for mobile use, Mobile Website provides fast and easy access to their accounts.    For members with text plans but no mobile Internet, Text Banking allows users to quickly request and receive account information via text message. You won't need to sign in and it’s just as secure as Sharetec’s other services."
421,Sharetec,6,6794,"Sharetec Mobile Banking allows members to securely manage their accounts whenever and wherever they want. With Sharetec Mobile Banking, members can use intuitive, easy-to-read screens to access balance information, pay bills, transfer funds and find nearby ATMs or branches. With Mobile Banking, members can bank with complete confidence that their personal information is protected by advanced encryption technology to prevent unauthorized access and that Sharetec will never transmit account number information.    For members who regularly browse the Internet on their mobile phones, Mobile Website allows them to access account information and  make transactions from their phone’s web browser. Optimized for mobile use, Mobile Website provides fast and easy access to their accounts.    For members with text plans but no mobile Internet, Text Banking allows users to quickly request and receive account information via text message. You won't need to sign in and it’s just as secure as Sharetec’s other services."
422,CU*Base,33,93,
423,CU*Base,33,69,
424,CU*Base,33,2338,
425,Sharetec,18,124,
426,Sharetec,18,228,
427,Sharetec,18,6741,
428,Sharetec,6,8188,"Sharetec Mobile Banking allows members to securely manage their accounts whenever and wherever they want. With Sharetec Mobile Banking, members can use intuitive, easy-to-read screens to access balance information, pay bills, transfer funds and find nearby ATMs or branches. With Mobile Banking, members can bank with complete confidence that their personal information is protected by advanced encryption technology to prevent unauthorized access and that Sharetec will never transmit account number information.    For members who regularly browse the Internet on their mobile phones, Mobile Website allows them to access account information and  make transactions from their phone’s web browser. Optimized for mobile use, Mobile Website provides fast and easy access to their accounts.  For members with text plans but no mobile Internet, Text Banking allows users to quickly request and receive account information via text message. You won't need to sign in and it’s just as secure as Sharetec’s other services."
429,Sharetec,18,8188,
430,Sharetec,24,124,
431,Sharetec,24,8188,
432,PSCU,10,130,
433,CSCU,10,6763,
434,CO-OP,10,210,
435,Corporate One,10,8070,
436,Covera,10,9059,
437,CUCC,10,6822,
438,CUProdigy,10,5602,
439,First Data,10,4227,
440,FIS,10,189,
441,Fiserv Credit Processing Services,10,241,
442,Fiserv EFT,10,241,
443,JHA Payment Processing Solutions ,10,7456,
444,LSC,10,661,
445,OneBridge,10,8602,
446,Synergent Card Services,10,2325,
447,TMG,10,7686,
448,TransFund,10,10739,
449,TSYS,10,9547,
450,Vantiv,10,1275,
451,Visa,12,7140,
452,Visa,10,7140,
453,CU Card Association,27,9597,
454,Elan,27,8086,
455,FIA Card Services,27,6886,
456,First Bankcard - FNBO,27,11060,
457,LSC,27,661,
458,TMG,27,7686,
459,Vantiv,27,1275,
460,Bank of Hawaii,11,16311,
461,CSCU,11,6763,
462,Catalyst Corporate Federal Credit Union,11,1152,
463,CO-OP Financial Services,11,210,
464,Corporate One,11,8070,
465,Covera,11,9059,
466,CUCC,11,6822,
467,CU*Base,11,93,
468,Elan,11,8086,
469,First Data,11,4227,
470,FIS,11,189,
471,Fiserv EFT,11,241,
472,Harland Clarke,11,6902,
473,JHA Payment Processing Solutions,11,7456,
474,LSC,11,661,
475,Metavante,11,7299,
476,Nebraska Electronic Transfer System (NETS),11,18537,
477,NYCE,11,11389,
478,OneBridge,11,8602,
479,PSCU,11,130,
480,PULSE Debit Solutions,11,8112,
481,Shazam,11,9551,
482,Synergent Card Services,11,2325,
483,TMG,11,7686,
484,TransFund,11,10739,
485,Vantiv,11,1275,
486,Visa DPS,11,7140,
487,Bank of Hawaii,28,16311,
488,CSCU,28,6763,
489,Catalyst Corporate Federal Credit Union,28,1152,
490,CO-OP Financial Services,28,210,
491,Corporate One,28,8070,
492,Covera,28,9059,
493,CUCC,28,6822,
494,CU*Base,28,93,
495,Elan,28,8086,
496,First Data,28,4227,
497,FIS,28,189,
498,Fiserv EFT,28,241,
499,Harland Clarke,28,6902,
500,JHA Payment Processing Solutions,28,7456,
501,LSC,28,661,
502,Metavante,28,7299,
503,Metavante,33,7299,
504,NYCE,28,11389,
505,OneBridge,28,8602,
506,PSCU,28,130,
507,Shazam,28,9551,
508,Synergent Card Services,28,2325,
509,TMG,28,7686,
510,TransFund,28,10739,
511,Vantiv,28,1275,
512,Visa DPS,28,7140,
513,Akcelerant,14,6630,
514,AMI,14,4849,
515,APPRO,14,7075,
516,Engage,14,6717,
517,Engage,9,6717,
518,Engage,6,6717,"Backbase Engage is a ready to go retail digital banking solution that fully replaces a Credit Union's existing solution. The Engage platform powers the entire digital stack for the Credit Union including the marketing website, origination platform, online banking, mobile banking, and tablet banking. By powering the entire digital stack Engage allows the Credit Union to deliver one consistent customer journey for their members. Engage also includes easy to use tools that allow the CU's business and marketing teams to easily differentiate and manage the UX on an ongoing basis. Engage also includes an open architecture stack which allows IT teams to easily introduce new services and features. Backbase Engage allows Credit Unions to fully regain control of their digital strategy and create a truly unique digital experience."
519,Engage,24,6717,
520,Sharetec,14,124,
521,Sharetec,14,228,
522,Byte,14,12798,
523,Calyx,14,10624,
524,Loan Writer,14,3164,
525,Lending 360,14,6744,
526,Lending 360,14,210,
527,KeyStone,14,5731,
528,"Creative Thinking, Inc.",14,18538,
529,ACTion,14,7149,
530,CRI Solutions,14,7449,
531,CU*Base,14,93,
532,CU*Base,14,69,
533,mpowered,14,6547,
534,LOANLINER®,14,6733,
535,LaserPro,14,310,
536,UltraData®,14,310,
537,VIEW,14,918,
538,I-POWER®,14,3045,
539,FinanceGenius,14,12592,
540,Fiserv,14,241,
541,Advantage,14,241,
542,CubicsPlus,14,241,
543,CUSA,14,241,
544,DataSafe,14,241,
545,DNA,14,241,
546,Loancierge™,14,241,
547,Portico,14,241,
548,Velocity,14,241,
549,XP2,14,241,
550,FLEX,14,2110,
551,Episys® ELA,14,417,
552,ELA,14,1448,"The ELA software provides your credit union with the functions to fully automate the entire loan process. From collecting member information to pulling credit reports and managing member liability data, ELA takes care of every step. Additionally, the software provides automated approval criteria, assigns lending rates based on risk, collects collateral information, and funds the loan. Seamless integration with Episys allows credit unions to create, generate, print, and image loan documents all within the core system."
553,Prime Alliance,14,7460,
554,PSCU,14,130,
555,S1,14,7692,
